study,split,prefix,yyyymmdd,HHMM,datetime,count,filename,path_img,path_txt
study1,test_b01,t2,20221105,0608,2022-11-05 06:08:00,2,t2-20221105-0608_jpg.rf.9f50d2eab1654f63001c1b045839710a,test_b01/images/t2-20221105-0608_jpg.rf.9f50d2eab1654f63001c1b045839710a.jpg,test_b01/labels/t2-20221105-0608_jpg.rf.9f50d2eab1654f63001c1b045839710a.txt
study1,test_b01,t2,20221105,0638,2022-11-05 06:38:00,2,t2-20221105-0638_jpg.rf.996f8d4808a96a20828e425d756d1522,test_b01/images/t2-20221105-0638_jpg.rf.996f8d4808a96a20828e425d756d1522.jpg,test_b01/labels/t2-20221105-0638_jpg.rf.996f8d4808a96a20828e425d756d1522.txt
study1,test_b01,t2,20221105,0708,2022-11-05 07:08:00,4,t2-20221105-0708_jpg.rf.12fa487d3eba6093deff37f5ca913510,test_b01/images/t2-20221105-0708_jpg.rf.12fa487d3eba6093deff37f5ca913510.jpg,test_b01/labels/t2-20221105-0708_jpg.rf.12fa487d3eba6093deff37f5ca913510.txt
study1,test_b01,t2,20221105,0738,2022-11-05 07:38:00,1,t2-20221105-0738_jpg.rf.2883ee8fa1c8d694044a10663d131e5e,test_b01/images/t2-20221105-0738_jpg.rf.2883ee8fa1c8d694044a10663d131e5e.jpg,test_b01/labels/t2-20221105-0738_jpg.rf.2883ee8fa1c8d694044a10663d131e5e.txt
study1,test_b01,t2,20221105,0808,2022-11-05 08:08:00,2,t2-20221105-0808_jpg.rf.e310f34e8d71f118b9b9bf03121ea276,test_b01/images/t2-20221105-0808_jpg.rf.e310f34e8d71f118b9b9bf03121ea276.jpg,test_b01/labels/t2-20221105-0808_jpg.rf.e310f34e8d71f118b9b9bf03121ea276.txt
study1,test_b01,t2,20221105,0838,2022-11-05 08:38:00,3,t2-20221105-0838_jpg.rf.ae354ad3b40f02b54c4200a86b5b7747,test_b01/images/t2-20221105-0838_jpg.rf.ae354ad3b40f02b54c4200a86b5b7747.jpg,test_b01/labels/t2-20221105-0838_jpg.rf.ae354ad3b40f02b54c4200a86b5b7747.txt
study1,test_b01,t2,20221105,0908,2022-11-05 09:08:00,0,t2-20221105-0908_jpg.rf.7356ddf11bd7a7f0f77924de88f1ef90,test_b01/images/t2-20221105-0908_jpg.rf.7356ddf11bd7a7f0f77924de88f1ef90.jpg,test_b01/labels/t2-20221105-0908_jpg.rf.7356ddf11bd7a7f0f77924de88f1ef90.txt
study1,test_b01,t2,20221105,0938,2022-11-05 09:38:00,0,t2-20221105-0938_jpg.rf.afc8a58ab2430de6acd2956d13ffa0e7,test_b01/images/t2-20221105-0938_jpg.rf.afc8a58ab2430de6acd2956d13ffa0e7.jpg,test_b01/labels/t2-20221105-0938_jpg.rf.afc8a58ab2430de6acd2956d13ffa0e7.txt
study1,test_b01,t2,20221105,1008,2022-11-05 10:08:00,5,t2-20221105-1008_jpg.rf.127b783f19b6e2c9cba4f0c074ca7d5c,test_b01/images/t2-20221105-1008_jpg.rf.127b783f19b6e2c9cba4f0c074ca7d5c.jpg,test_b01/labels/t2-20221105-1008_jpg.rf.127b783f19b6e2c9cba4f0c074ca7d5c.txt
study1,test_b01,t2,20221105,1038,2022-11-05 10:38:00,1,t2-20221105-1038_jpg.rf.a35fcbcbdae59bb2dfb59a6c8527635f,test_b01/images/t2-20221105-1038_jpg.rf.a35fcbcbdae59bb2dfb59a6c8527635f.jpg,test_b01/labels/t2-20221105-1038_jpg.rf.a35fcbcbdae59bb2dfb59a6c8527635f.txt
study1,test_b01,t2,20221105,1108,2022-11-05 11:08:00,4,t2-20221105-1108_jpg.rf.8253a48c3631e58ff161cb78a0a26511,test_b01/images/t2-20221105-1108_jpg.rf.8253a48c3631e58ff161cb78a0a26511.jpg,test_b01/labels/t2-20221105-1108_jpg.rf.8253a48c3631e58ff161cb78a0a26511.txt
study1,test_b01,t2,20221105,1138,2022-11-05 11:38:00,2,t2-20221105-1138_jpg.rf.aa043cde7c911c2eb69fcd441f190c54,test_b01/images/t2-20221105-1138_jpg.rf.aa043cde7c911c2eb69fcd441f190c54.jpg,test_b01/labels/t2-20221105-1138_jpg.rf.aa043cde7c911c2eb69fcd441f190c54.txt
study1,test_b01,t2,20221105,1208,2022-11-05 12:08:00,1,t2-20221105-1208_jpg.rf.43fa4a7231dcae5a9bb5214579f084f2,test_b01/images/t2-20221105-1208_jpg.rf.43fa4a7231dcae5a9bb5214579f084f2.jpg,test_b01/labels/t2-20221105-1208_jpg.rf.43fa4a7231dcae5a9bb5214579f084f2.txt
study1,test_b01,t2,20221105,1238,2022-11-05 12:38:00,3,t2-20221105-1238_jpg.rf.9ddc322e4f7ce93586f29fb8a7083425,test_b01/images/t2-20221105-1238_jpg.rf.9ddc322e4f7ce93586f29fb8a7083425.jpg,test_b01/labels/t2-20221105-1238_jpg.rf.9ddc322e4f7ce93586f29fb8a7083425.txt
study1,test_b01,t2,20221105,1308,2022-11-05 13:08:00,4,t2-20221105-1308_jpg.rf.2c28ba3a63a0c32ff1f632b3db3ccfad,test_b01/images/t2-20221105-1308_jpg.rf.2c28ba3a63a0c32ff1f632b3db3ccfad.jpg,test_b01/labels/t2-20221105-1308_jpg.rf.2c28ba3a63a0c32ff1f632b3db3ccfad.txt
study1,test_b01,t2,20221105,1338,2022-11-05 13:38:00,4,t2-20221105-1338_jpg.rf.550d108d79484c4b1bfa7f134d4de5a6,test_b01/images/t2-20221105-1338_jpg.rf.550d108d79484c4b1bfa7f134d4de5a6.jpg,test_b01/labels/t2-20221105-1338_jpg.rf.550d108d79484c4b1bfa7f134d4de5a6.txt
study1,test_b01,t2,20221105,1408,2022-11-05 14:08:00,3,t2-20221105-1408_jpg.rf.679fd64e60cf6b4418693bde594fd773,test_b01/images/t2-20221105-1408_jpg.rf.679fd64e60cf6b4418693bde594fd773.jpg,test_b01/labels/t2-20221105-1408_jpg.rf.679fd64e60cf6b4418693bde594fd773.txt
study1,test_b01,t2,20221105,1438,2022-11-05 14:38:00,4,t2-20221105-1438_jpg.rf.b3c99a54f31d041b2f782cd2fbdd3286,test_b01/images/t2-20221105-1438_jpg.rf.b3c99a54f31d041b2f782cd2fbdd3286.jpg,test_b01/labels/t2-20221105-1438_jpg.rf.b3c99a54f31d041b2f782cd2fbdd3286.txt
study1,test_b01,t2,20221105,1508,2022-11-05 15:08:00,5,t2-20221105-1508_jpg.rf.9c3ff87647801fc374efa463f509c53e,test_b01/images/t2-20221105-1508_jpg.rf.9c3ff87647801fc374efa463f509c53e.jpg,test_b01/labels/t2-20221105-1508_jpg.rf.9c3ff87647801fc374efa463f509c53e.txt
study1,test_b01,t2,20221105,1538,2022-11-05 15:38:00,4,t2-20221105-1538_jpg.rf.b4df5b39d6191c2d67b000a1f2b35193,test_b01/images/t2-20221105-1538_jpg.rf.b4df5b39d6191c2d67b000a1f2b35193.jpg,test_b01/labels/t2-20221105-1538_jpg.rf.b4df5b39d6191c2d67b000a1f2b35193.txt
study1,test_b01,t2,20221105,1608,2022-11-05 16:08:00,3,t2-20221105-1608_jpg.rf.0a3de648d624ac85f5217967e6ca41e3,test_b01/images/t2-20221105-1608_jpg.rf.0a3de648d624ac85f5217967e6ca41e3.jpg,test_b01/labels/t2-20221105-1608_jpg.rf.0a3de648d624ac85f5217967e6ca41e3.txt
study1,test_b01,t2,20221105,1638,2022-11-05 16:38:00,3,t2-20221105-1638_jpg.rf.050c480430e1d8d5d8b21552d7ffd25c,test_b01/images/t2-20221105-1638_jpg.rf.050c480430e1d8d5d8b21552d7ffd25c.jpg,test_b01/labels/t2-20221105-1638_jpg.rf.050c480430e1d8d5d8b21552d7ffd25c.txt
study1,test_b01,t3,20221104,1654,2022-11-04 16:54:00,3,t3-20221104-1654_jpg.rf.3769a8aaee7ebe5582f3ffb7928b8723,test_b01/images/t3-20221104-1654_jpg.rf.3769a8aaee7ebe5582f3ffb7928b8723.jpg,test_b01/labels/t3-20221104-1654_jpg.rf.3769a8aaee7ebe5582f3ffb7928b8723.txt
study1,test_b01,t3,20221104,1724,2022-11-04 17:24:00,8,t3-20221104-1724_jpg.rf.9f6cc292786f49a353e2edc8050cbd69,test_b01/images/t3-20221104-1724_jpg.rf.9f6cc292786f49a353e2edc8050cbd69.jpg,test_b01/labels/t3-20221104-1724_jpg.rf.9f6cc292786f49a353e2edc8050cbd69.txt
study1,test_b01,t3,20221104,1754,2022-11-04 17:54:00,13,t3-20221104-1754_jpg.rf.1c59d7e6bfdc8445a5df2c5cbcc3db69,test_b01/images/t3-20221104-1754_jpg.rf.1c59d7e6bfdc8445a5df2c5cbcc3db69.jpg,test_b01/labels/t3-20221104-1754_jpg.rf.1c59d7e6bfdc8445a5df2c5cbcc3db69.txt
study1,test_b01,t3,20221104,1824,2022-11-04 18:24:00,16,t3-20221104-1824_jpg.rf.f7c6a111dc9017a51e6fc1c120b8ace9,test_b01/images/t3-20221104-1824_jpg.rf.f7c6a111dc9017a51e6fc1c120b8ace9.jpg,test_b01/labels/t3-20221104-1824_jpg.rf.f7c6a111dc9017a51e6fc1c120b8ace9.txt
study1,test_b01,t3,20221104,1854,2022-11-04 18:54:00,13,t3-20221104-1854_jpg.rf.602a27e40b9e2aea0be02e87817de6d0,test_b01/images/t3-20221104-1854_jpg.rf.602a27e40b9e2aea0be02e87817de6d0.jpg,test_b01/labels/t3-20221104-1854_jpg.rf.602a27e40b9e2aea0be02e87817de6d0.txt
study1,test_b01,t3,20221104,1924,2022-11-04 19:24:00,8,t3-20221104-1924_jpg.rf.305ed6714560c03905f6edf906ce354a,test_b01/images/t3-20221104-1924_jpg.rf.305ed6714560c03905f6edf906ce354a.jpg,test_b01/labels/t3-20221104-1924_jpg.rf.305ed6714560c03905f6edf906ce354a.txt
study1,test_b01,t3,20221104,1954,2022-11-04 19:54:00,14,t3-20221104-1954_jpg.rf.85c1ed9c79941cca4e53e79731d407ac,test_b01/images/t3-20221104-1954_jpg.rf.85c1ed9c79941cca4e53e79731d407ac.jpg,test_b01/labels/t3-20221104-1954_jpg.rf.85c1ed9c79941cca4e53e79731d407ac.txt
study1,test_b01,t3,20221104,2024,2022-11-04 20:24:00,10,t3-20221104-2024_jpg.rf.d96964c3e53faf179f5617bf15f48434,test_b01/images/t3-20221104-2024_jpg.rf.d96964c3e53faf179f5617bf15f48434.jpg,test_b01/labels/t3-20221104-2024_jpg.rf.d96964c3e53faf179f5617bf15f48434.txt
study1,test_b01,t3,20221104,2054,2022-11-04 20:54:00,6,t3-20221104-2054_jpg.rf.8910f740305741387c72a7a092c9bfee,test_b01/images/t3-20221104-2054_jpg.rf.8910f740305741387c72a7a092c9bfee.jpg,test_b01/labels/t3-20221104-2054_jpg.rf.8910f740305741387c72a7a092c9bfee.txt
study1,test_b01,t3,20221104,2124,2022-11-04 21:24:00,9,t3-20221104-2124_jpg.rf.64d96894557056262a59d54d6bda8356,test_b01/images/t3-20221104-2124_jpg.rf.64d96894557056262a59d54d6bda8356.jpg,test_b01/labels/t3-20221104-2124_jpg.rf.64d96894557056262a59d54d6bda8356.txt
study1,test_b01,t3,20221104,2154,2022-11-04 21:54:00,8,t3-20221104-2154_jpg.rf.4b2726ad32a907470365f7ea49d6665e,test_b01/images/t3-20221104-2154_jpg.rf.4b2726ad32a907470365f7ea49d6665e.jpg,test_b01/labels/t3-20221104-2154_jpg.rf.4b2726ad32a907470365f7ea49d6665e.txt
study1,test_b01,t3,20221104,2224,2022-11-04 22:24:00,8,t3-20221104-2224_jpg.rf.3357de8fe9dfb8d149956b5772f17a88,test_b01/images/t3-20221104-2224_jpg.rf.3357de8fe9dfb8d149956b5772f17a88.jpg,test_b01/labels/t3-20221104-2224_jpg.rf.3357de8fe9dfb8d149956b5772f17a88.txt
study1,test_b01,t3,20221104,2254,2022-11-04 22:54:00,5,t3-20221104-2254_jpg.rf.23ebeb17e3eb803505f71be517ec9040,test_b01/images/t3-20221104-2254_jpg.rf.23ebeb17e3eb803505f71be517ec9040.jpg,test_b01/labels/t3-20221104-2254_jpg.rf.23ebeb17e3eb803505f71be517ec9040.txt
study1,test_b01,t3,20221104,2324,2022-11-04 23:24:00,9,t3-20221104-2324_jpg.rf.96a17d0ee40d0dce6e461440cf96c04f,test_b01/images/t3-20221104-2324_jpg.rf.96a17d0ee40d0dce6e461440cf96c04f.jpg,test_b01/labels/t3-20221104-2324_jpg.rf.96a17d0ee40d0dce6e461440cf96c04f.txt
study1,test_b01,t3,20221104,2354,2022-11-04 23:54:00,3,t3-20221104-2354_jpg.rf.5e181c4fa5e14e681c95a356342a73a9,test_b01/images/t3-20221104-2354_jpg.rf.5e181c4fa5e14e681c95a356342a73a9.jpg,test_b01/labels/t3-20221104-2354_jpg.rf.5e181c4fa5e14e681c95a356342a73a9.txt
study1,test_b01,t3,20221105,0024,2022-11-05 00:24:00,7,t3-20221105-0024_jpg.rf.ea08bdf9addeba214e063025f244d32c,test_b01/images/t3-20221105-0024_jpg.rf.ea08bdf9addeba214e063025f244d32c.jpg,test_b01/labels/t3-20221105-0024_jpg.rf.ea08bdf9addeba214e063025f244d32c.txt
study1,test_b01,t3,20221105,0054,2022-11-05 00:54:00,6,t3-20221105-0054_jpg.rf.ffbcea8a993cf9d8f05d0842184143a2,test_b01/images/t3-20221105-0054_jpg.rf.ffbcea8a993cf9d8f05d0842184143a2.jpg,test_b01/labels/t3-20221105-0054_jpg.rf.ffbcea8a993cf9d8f05d0842184143a2.txt
study1,test_b01,t3,20221105,0124,2022-11-05 01:24:00,9,t3-20221105-0124_jpg.rf.bc81035df55730b711f9d886bfc60a9a,test_b01/images/t3-20221105-0124_jpg.rf.bc81035df55730b711f9d886bfc60a9a.jpg,test_b01/labels/t3-20221105-0124_jpg.rf.bc81035df55730b711f9d886bfc60a9a.txt
study1,test_b01,t3,20221105,0154,2022-11-05 01:54:00,7,t3-20221105-0154_jpg.rf.b2f44a3fa0b8f50bf9ef466b81410005,test_b01/images/t3-20221105-0154_jpg.rf.b2f44a3fa0b8f50bf9ef466b81410005.jpg,test_b01/labels/t3-20221105-0154_jpg.rf.b2f44a3fa0b8f50bf9ef466b81410005.txt
study1,test_b01,t3,20221105,0224,2022-11-05 02:24:00,7,t3-20221105-0224_jpg.rf.4d52d7aab9b465fe20205f5fd8539d11,test_b01/images/t3-20221105-0224_jpg.rf.4d52d7aab9b465fe20205f5fd8539d11.jpg,test_b01/labels/t3-20221105-0224_jpg.rf.4d52d7aab9b465fe20205f5fd8539d11.txt
study1,test_b01,t3,20221105,0254,2022-11-05 02:54:00,6,t3-20221105-0254_jpg.rf.b574c77edbe1ad6f8dcdc0b483865715,test_b01/images/t3-20221105-0254_jpg.rf.b574c77edbe1ad6f8dcdc0b483865715.jpg,test_b01/labels/t3-20221105-0254_jpg.rf.b574c77edbe1ad6f8dcdc0b483865715.txt
study1,test_b01,t3,20221105,0324,2022-11-05 03:24:00,6,t3-20221105-0324_jpg.rf.4e3e90caaac0ff16def85c072b13db95,test_b01/images/t3-20221105-0324_jpg.rf.4e3e90caaac0ff16def85c072b13db95.jpg,test_b01/labels/t3-20221105-0324_jpg.rf.4e3e90caaac0ff16def85c072b13db95.txt
study1,test_b01,t3,20221105,0354,2022-11-05 03:54:00,4,t3-20221105-0354_jpg.rf.f4ef8cfd33494dd79ff43438a87f64be,test_b01/images/t3-20221105-0354_jpg.rf.f4ef8cfd33494dd79ff43438a87f64be.jpg,test_b01/labels/t3-20221105-0354_jpg.rf.f4ef8cfd33494dd79ff43438a87f64be.txt
study1,test_b01,t3,20221105,0424,2022-11-05 04:24:00,7,t3-20221105-0424_jpg.rf.430e7f3f45467bb866d074bdcb6e87b7,test_b01/images/t3-20221105-0424_jpg.rf.430e7f3f45467bb866d074bdcb6e87b7.jpg,test_b01/labels/t3-20221105-0424_jpg.rf.430e7f3f45467bb866d074bdcb6e87b7.txt
study1,test_b01,t3,20221105,0454,2022-11-05 04:54:00,4,t3-20221105-0454_jpg.rf.bbb682209962724d9aad2aef7ea6b4d8,test_b01/images/t3-20221105-0454_jpg.rf.bbb682209962724d9aad2aef7ea6b4d8.jpg,test_b01/labels/t3-20221105-0454_jpg.rf.bbb682209962724d9aad2aef7ea6b4d8.txt
study1,test_b01,t3,20221105,0524,2022-11-05 05:24:00,3,t3-20221105-0524_jpg.rf.adad802e350e848dcadaf13abd3d19f2,test_b01/images/t3-20221105-0524_jpg.rf.adad802e350e848dcadaf13abd3d19f2.jpg,test_b01/labels/t3-20221105-0524_jpg.rf.adad802e350e848dcadaf13abd3d19f2.txt
study1,test_b01,t3,20221105,0554,2022-11-05 05:54:00,6,t3-20221105-0554_jpg.rf.4d871ede35536e01ae69bcd28f4e000f,test_b01/images/t3-20221105-0554_jpg.rf.4d871ede35536e01ae69bcd28f4e000f.jpg,test_b01/labels/t3-20221105-0554_jpg.rf.4d871ede35536e01ae69bcd28f4e000f.txt
study1,test_b01,t3,20221105,0624,2022-11-05 06:24:00,2,t3-20221105-0624_jpg.rf.1937f6ff6ad81e8deb36e48c9604cfb0,test_b01/images/t3-20221105-0624_jpg.rf.1937f6ff6ad81e8deb36e48c9604cfb0.jpg,test_b01/labels/t3-20221105-0624_jpg.rf.1937f6ff6ad81e8deb36e48c9604cfb0.txt
study1,test_b01,t3,20221105,0654,2022-11-05 06:54:00,2,t3-20221105-0654_jpg.rf.8f694a4e4ffb848258c9ee7bfd6b479a,test_b01/images/t3-20221105-0654_jpg.rf.8f694a4e4ffb848258c9ee7bfd6b479a.jpg,test_b01/labels/t3-20221105-0654_jpg.rf.8f694a4e4ffb848258c9ee7bfd6b479a.txt
study1,test_b01,t3,20221105,0724,2022-11-05 07:24:00,4,t3-20221105-0724_jpg.rf.1d47d0d3705ada752ffbad8a2f7585d1,test_b01/images/t3-20221105-0724_jpg.rf.1d47d0d3705ada752ffbad8a2f7585d1.jpg,test_b01/labels/t3-20221105-0724_jpg.rf.1d47d0d3705ada752ffbad8a2f7585d1.txt
study1,test_b01,t3,20221105,0754,2022-11-05 07:54:00,3,t3-20221105-0754_jpg.rf.259c80cee8aebb849a6fd79bc555a1ef,test_b01/images/t3-20221105-0754_jpg.rf.259c80cee8aebb849a6fd79bc555a1ef.jpg,test_b01/labels/t3-20221105-0754_jpg.rf.259c80cee8aebb849a6fd79bc555a1ef.txt
study1,test_b01,t3,20221105,0824,2022-11-05 08:24:00,2,t3-20221105-0824_jpg.rf.c2a7c0803ca2a9f928cb77cdbc035ffb,test_b01/images/t3-20221105-0824_jpg.rf.c2a7c0803ca2a9f928cb77cdbc035ffb.jpg,test_b01/labels/t3-20221105-0824_jpg.rf.c2a7c0803ca2a9f928cb77cdbc035ffb.txt
study1,test_b01,t3,20221105,0854,2022-11-05 08:54:00,2,t3-20221105-0854_jpg.rf.d57c62584540eae15d02df457bf4efbd,test_b01/images/t3-20221105-0854_jpg.rf.d57c62584540eae15d02df457bf4efbd.jpg,test_b01/labels/t3-20221105-0854_jpg.rf.d57c62584540eae15d02df457bf4efbd.txt
study1,test_b01,t3,20221105,0924,2022-11-05 09:24:00,4,t3-20221105-0924_jpg.rf.7ba173ab88fe7d0962b80fb77fc42e72,test_b01/images/t3-20221105-0924_jpg.rf.7ba173ab88fe7d0962b80fb77fc42e72.jpg,test_b01/labels/t3-20221105-0924_jpg.rf.7ba173ab88fe7d0962b80fb77fc42e72.txt
study1,test_b01,t3,20221105,0954,2022-11-05 09:54:00,1,t3-20221105-0954_jpg.rf.88b6388bc48d035006d75ce6f219bc28,test_b01/images/t3-20221105-0954_jpg.rf.88b6388bc48d035006d75ce6f219bc28.jpg,test_b01/labels/t3-20221105-0954_jpg.rf.88b6388bc48d035006d75ce6f219bc28.txt
study1,test_b01,t3,20221105,1024,2022-11-05 10:24:00,4,t3-20221105-1024_jpg.rf.2190350f40df8fea9edd45dffc5395f3,test_b01/images/t3-20221105-1024_jpg.rf.2190350f40df8fea9edd45dffc5395f3.jpg,test_b01/labels/t3-20221105-1024_jpg.rf.2190350f40df8fea9edd45dffc5395f3.txt
study1,test_b01,t3,20221105,1054,2022-11-05 10:54:00,1,t3-20221105-1054_jpg.rf.63ba7d1e53cd460ab4c5e505539cb461,test_b01/images/t3-20221105-1054_jpg.rf.63ba7d1e53cd460ab4c5e505539cb461.jpg,test_b01/labels/t3-20221105-1054_jpg.rf.63ba7d1e53cd460ab4c5e505539cb461.txt
study1,test_b01,t3,20221105,1124,2022-11-05 11:24:00,2,t3-20221105-1124_jpg.rf.c2bb16a3d86d650547edcfd258b8e726,test_b01/images/t3-20221105-1124_jpg.rf.c2bb16a3d86d650547edcfd258b8e726.jpg,test_b01/labels/t3-20221105-1124_jpg.rf.c2bb16a3d86d650547edcfd258b8e726.txt
study1,test_b01,t3,20221105,1154,2022-11-05 11:54:00,4,t3-20221105-1154_jpg.rf.f55c3a13ab2035ed413b4389c2569eb5,test_b01/images/t3-20221105-1154_jpg.rf.f55c3a13ab2035ed413b4389c2569eb5.jpg,test_b01/labels/t3-20221105-1154_jpg.rf.f55c3a13ab2035ed413b4389c2569eb5.txt
study1,test_b01,t3,20221105,1224,2022-11-05 12:24:00,3,t3-20221105-1224_jpg.rf.39feeeb21875247158ece61fec901088,test_b01/images/t3-20221105-1224_jpg.rf.39feeeb21875247158ece61fec901088.jpg,test_b01/labels/t3-20221105-1224_jpg.rf.39feeeb21875247158ece61fec901088.txt
study1,test_b01,t3,20221105,1254,2022-11-05 12:54:00,3,t3-20221105-1254_jpg.rf.157ee5e34859b9e8c2aa3debdc7532e0,test_b01/images/t3-20221105-1254_jpg.rf.157ee5e34859b9e8c2aa3debdc7532e0.jpg,test_b01/labels/t3-20221105-1254_jpg.rf.157ee5e34859b9e8c2aa3debdc7532e0.txt
study1,test_b01,t3,20221105,1324,2022-11-05 13:24:00,4,t3-20221105-1324_jpg.rf.88d2e62c080d30d66669dfae6b009c10,test_b01/images/t3-20221105-1324_jpg.rf.88d2e62c080d30d66669dfae6b009c10.jpg,test_b01/labels/t3-20221105-1324_jpg.rf.88d2e62c080d30d66669dfae6b009c10.txt
study1,test_b01,t3,20221105,1354,2022-11-05 13:54:00,4,t3-20221105-1354_jpg.rf.68a59cd62698e0a036eb4a98d62468fd,test_b01/images/t3-20221105-1354_jpg.rf.68a59cd62698e0a036eb4a98d62468fd.jpg,test_b01/labels/t3-20221105-1354_jpg.rf.68a59cd62698e0a036eb4a98d62468fd.txt
study1,test_b01,t3,20221105,1424,2022-11-05 14:24:00,2,t3-20221105-1424_jpg.rf.a3220c4b52c7a03c75f320db3e3fbc6b,test_b01/images/t3-20221105-1424_jpg.rf.a3220c4b52c7a03c75f320db3e3fbc6b.jpg,test_b01/labels/t3-20221105-1424_jpg.rf.a3220c4b52c7a03c75f320db3e3fbc6b.txt
study1,test_b01,t3,20221105,1454,2022-11-05 14:54:00,5,t3-20221105-1454_jpg.rf.23af06a0e15663628a2684a08c692565,test_b01/images/t3-20221105-1454_jpg.rf.23af06a0e15663628a2684a08c692565.jpg,test_b01/labels/t3-20221105-1454_jpg.rf.23af06a0e15663628a2684a08c692565.txt
study1,test_b01,t3,20221105,1524,2022-11-05 15:24:00,1,t3-20221105-1524_jpg.rf.703d0cdb88712ec2e0b438ce75dfbffb,test_b01/images/t3-20221105-1524_jpg.rf.703d0cdb88712ec2e0b438ce75dfbffb.jpg,test_b01/labels/t3-20221105-1524_jpg.rf.703d0cdb88712ec2e0b438ce75dfbffb.txt
study1,test_b01,t3,20221105,1554,2022-11-05 15:54:00,2,t3-20221105-1554_jpg.rf.0145eb672aae11379177fca14f32c602,test_b01/images/t3-20221105-1554_jpg.rf.0145eb672aae11379177fca14f32c602.jpg,test_b01/labels/t3-20221105-1554_jpg.rf.0145eb672aae11379177fca14f32c602.txt
study1,test_b01,t3,20221105,1624,2022-11-05 16:24:00,3,t3-20221105-1624_jpg.rf.d83e4a1f2e960e36056bfcdac8d15168,test_b01/images/t3-20221105-1624_jpg.rf.d83e4a1f2e960e36056bfcdac8d15168.jpg,test_b01/labels/t3-20221105-1624_jpg.rf.d83e4a1f2e960e36056bfcdac8d15168.txt
study1,test_b01,t3,20221105,1654,2022-11-05 16:54:00,4,t3-20221105-1654_jpg.rf.078208eabc5b20445bf9481005656989,test_b01/images/t3-20221105-1654_jpg.rf.078208eabc5b20445bf9481005656989.jpg,test_b01/labels/t3-20221105-1654_jpg.rf.078208eabc5b20445bf9481005656989.txt
study1,test_a02,t7,20221222,0807,2022-12-22 08:07:00,0,t7-20221222-0807_jpg.rf.1e730d81c194587e72383d13d9e78bb6,test_a02/images/t7-20221222-0807_jpg.rf.1e730d81c194587e72383d13d9e78bb6.jpg,test_a02/labels/t7-20221222-0807_jpg.rf.1e730d81c194587e72383d13d9e78bb6.txt
study1,test_a02,t7,20221222,0837,2022-12-22 08:37:00,18,t7-20221222-0837_jpg.rf.e2e13034fca733f6af55ace27e61f664,test_a02/images/t7-20221222-0837_jpg.rf.e2e13034fca733f6af55ace27e61f664.jpg,test_a02/labels/t7-20221222-0837_jpg.rf.e2e13034fca733f6af55ace27e61f664.txt
study1,test_a02,t7,20221222,0907,2022-12-22 09:07:00,17,t7-20221222-0907_jpg.rf.c1a0dbf711cb29b04446701d30828fff,test_a02/images/t7-20221222-0907_jpg.rf.c1a0dbf711cb29b04446701d30828fff.jpg,test_a02/labels/t7-20221222-0907_jpg.rf.c1a0dbf711cb29b04446701d30828fff.txt
study1,test_a02,t7,20221222,0937,2022-12-22 09:37:00,25,t7-20221222-0937_jpg.rf.c49bb0ac9d04df399194dc3049b0749b,test_a02/images/t7-20221222-0937_jpg.rf.c49bb0ac9d04df399194dc3049b0749b.jpg,test_a02/labels/t7-20221222-0937_jpg.rf.c49bb0ac9d04df399194dc3049b0749b.txt
study1,test_a02,t7,20221222,1007,2022-12-22 10:07:00,24,t7-20221222-1007_jpg.rf.67e1ec4005f0afebade11a2a70f5720d,test_a02/images/t7-20221222-1007_jpg.rf.67e1ec4005f0afebade11a2a70f5720d.jpg,test_a02/labels/t7-20221222-1007_jpg.rf.67e1ec4005f0afebade11a2a70f5720d.txt
study1,test_a02,t7,20221222,1037,2022-12-22 10:37:00,12,t7-20221222-1037_jpg.rf.c94a8ddff2702459c4d64ad3858b3a30,test_a02/images/t7-20221222-1037_jpg.rf.c94a8ddff2702459c4d64ad3858b3a30.jpg,test_a02/labels/t7-20221222-1037_jpg.rf.c94a8ddff2702459c4d64ad3858b3a30.txt
study1,test_a02,t7,20221222,1107,2022-12-22 11:07:00,9,t7-20221222-1107_jpg.rf.04f11d4e5ad04dc39c6cccc16ce51182,test_a02/images/t7-20221222-1107_jpg.rf.04f11d4e5ad04dc39c6cccc16ce51182.jpg,test_a02/labels/t7-20221222-1107_jpg.rf.04f11d4e5ad04dc39c6cccc16ce51182.txt
study1,test_a02,t7,20221222,1137,2022-12-22 11:37:00,10,t7-20221222-1137_jpg.rf.cd2f5fbdc2878b5d5fb9a760023b44f9,test_a02/images/t7-20221222-1137_jpg.rf.cd2f5fbdc2878b5d5fb9a760023b44f9.jpg,test_a02/labels/t7-20221222-1137_jpg.rf.cd2f5fbdc2878b5d5fb9a760023b44f9.txt
study1,test_a02,t7,20221222,1207,2022-12-22 12:07:00,8,t7-20221222-1207_jpg.rf.f4beb08c448617c58f371abc74ea47c9,test_a02/images/t7-20221222-1207_jpg.rf.f4beb08c448617c58f371abc74ea47c9.jpg,test_a02/labels/t7-20221222-1207_jpg.rf.f4beb08c448617c58f371abc74ea47c9.txt
